,ort,plz,bundesland,latitude,longitude,open,fixed_costs
184,Dortmund,44339,Nordrhein-Westfalen,51.54759835,7.463767314728483,0,2936114
185,Dortmund,44357,Nordrhein-Westfalen,51.56262115,7.372195549999998,0,1816229
186,Dortmund,44359,Nordrhein-Westfalen,51.56799985,7.39140305,0,1153145
187,Dortmund,44369,Nordrhein-Westfalen,51.5334945,7.398517445451249,0,1929543
188,Dortmund,44379,Nordrhein-Westfalen,51.5160972,7.372940082237847,0,2945710
189,Dortmund,44388,Nordrhein-Westfalen,51.5196378,7.319129035996581,0,2588192
190,Drensteinfurt,48317,Nordrhein-Westfalen,51.80108015,7.7435731171430495,0,1564279
191,Drolshagen,57489,Nordrhein-Westfalen,51.04320465,7.7418957860905095,0,2019794
192,Duisburg,47051,Nordrhein-Westfalen,51.42904515,6.768920700724887,0,1862212
193,Duisburg,47053,Nordrhein-Westfalen,51.42130355000001,6.750247389077171,0,2136069
194,Duisburg,47055,Nordrhein-Westfalen,51.402333899999995,6.773165744578531,0,2546126
195,Duisburg,47057,Nordrhein-Westfalen,51.41523460000001,6.794584863415968,0,1749032
196,Duisburg,47058,Nordrhein-Westfalen,51.44123885000001,6.795973635769709,0,2276492
197,Duisburg,47059,Nordrhein-Westfalen,51.43130825,6.74656678269778,0,2730443
198,Duisburg,47119,Nordrhein-Westfalen,51.45776600000001,6.7358415295493455,0,2396227
199,Duisburg,47137,Nordrhein-Westfalen,51.4714791,6.766989004585848,0,1425276
200,Duisburg,47138,Nordrhein-Westfalen,51.4665851,6.8001763294576465,0,2858393
201,Duisburg,47139,Nordrhein-Westfalen,51.4814315,6.7174398828100665,0,1279676
202,Duisburg,47166,Nordrhein-Westfalen,51.4923578,6.751044122762708,0,2300973
203,Duisburg,47167,Nordrhein-Westfalen,51.50138625,6.8024681099918265,0,1119708
204,Duisburg,47169,Nordrhein-Westfalen,51.5143392,6.762317163170633,0,2226333
205,Duisburg,47178,Nordrhein-Westfalen,51.540285961981155,6.722670038498866,0,2196056
206,Duisburg,47179,Nordrhein-Westfalen,51.52150475,6.741807718636952,0,2033431
207,Duisburg,47198,Nordrhein-Westfalen,51.4513181,6.699330581478133,0,2476599
208,Duisburg,47199,Nordrhein-Westfalen,51.49248975,6.678900168214582,0,1291521
209,Duisburg,47226,Nordrhein-Westfalen,51.4051528,6.717577191774519,0,1482880
210,Duisburg,47228,Nordrhein-Westfalen,51.4121598,6.67939695,0,1467711
211,Duisburg,47229,Nordrhein-Westfalen,51.3929409,6.719825534180667,0,2861967
212,Duisburg,47239,Nordrhein-Westfalen,51.397499545122045,6.657952402546775,0,2558553
213,Duisburg,47249,Nordrhein-Westfalen,51.3829895,6.738887163234726,0,1031034
214,Duisburg,47259,Nordrhein-Westfalen,51.35216705000001,6.71937560466163,0,2068930
215,Duisburg,47269,Nordrhein-Westfalen,51.3621564,6.797770365479621,0,2657482
216,Duisburg,47279,Nordrhein-Westfalen,51.38518079999999,6.8009793029009895,0,2013094
217,Dülmen,48249,Nordrhein-Westfalen,51.814746899999996,7.286007668541764,0,2656799
218,Düren,52349,Nordrhein-Westfalen,50.799646700000004,6.466658992689656,0,1473463
219,Düren,52351,Nordrhein-Westfalen,50.7892443,6.512434046558932,0,2484267
220,Düren,52353,Nordrhein-Westfalen,50.82160375,6.470012943012883,0,1974697
221,Düren,52355,Nordrhein-Westfalen,50.769550200000005,6.473260996393237,0,1835986
222,Düsseldorf,40210,Nordrhein-Westfalen,51.2214073,6.790236441198005,0,2021637
223,Düsseldorf,40211,Nordrhein-Westfalen,51.23040675,6.79257476682186,0,1871098
224,Düsseldorf,40212,Nordrhein-Westfalen,51.223681899999995,6.781103441866756,0,1245850
225,Düsseldorf,40213,Nordrhein-Westfalen,51.21883285,6.776530197222222,0,1550897
226,Düsseldorf,40215,Nordrhein-Westfalen,51.214772,6.785200376922719,0,1305103
227,Düsseldorf,40217,Nordrhein-Westfalen,51.213120399999994,6.774468959322262,0,2581371
228,Düsseldorf,40219,Nordrhein-Westfalen,51.21377225000001,6.761259910673933,0,1235729
229,Düsseldorf,40221,Nordrhein-Westfalen,51.20509129999999,6.747301442649994,0,2063861
230,Düsseldorf,40223,Nordrhein-Westfalen,51.1966518,6.772220283233301,0,2838243
231,Düsseldorf,40225,Nordrhein-Westfalen,51.19524065,6.793096558889756,0,1802052
232,Düsseldorf,40227,Nordrhein-Westfalen,51.21185245,6.803743041475098,0,2404581
233,Düsseldorf,40229,Nordrhein-Westfalen,51.19868335,6.840806712480272,0,1310851
234,Düsseldorf,40231,Nordrhein-Westfalen,51.21234320000001,6.829858040475455,0,1245353
235,Düsseldorf,40233,Nordrhein-Westfalen,51.22123945,6.813736096773572,0,2267985
236,Düsseldorf,40235,Nordrhein-Westfalen,51.2337177,6.825832361464531,0,1683488
237,Düsseldorf,40237,Nordrhein-Westfalen,51.2380348,6.810505541206896,0,1265190
238,Düsseldorf,40239,Nordrhein-Westfalen,51.2442274,6.804606861894325,0,1274778
239,Düsseldorf,40468,Nordrhein-Westfalen,51.26984145,6.772588351201518,0,2309369
240,Düsseldorf,40470,Nordrhein-Westfalen,51.25378595,6.807852393984892,0,1420607
241,Düsseldorf,40472,Nordrhein-Westfalen,51.2712893,6.8267149793639925,0,1346776
242,Düsseldorf,40474,Nordrhein-Westfalen,51.26989765,6.727197459322639,0,2368871
243,Düsseldorf,40476,Nordrhein-Westfalen,51.24775355,6.7831089346743365,0,2501652
244,Düsseldorf,40477,Nordrhein-Westfalen,51.2387222,6.7854166548444725,0,2337958
245,Düsseldorf,40479,Nordrhein-Westfalen,51.23378935,6.77941938385185,0,2468018
246,Düsseldorf,40489,Nordrhein-Westfalen,51.31942975,6.775137507878991,0,2498018
247,Düsseldorf,40545,Nordrhein-Westfalen,51.2279685,6.753544735081722,0,2130412
248,Düsseldorf,40547,Nordrhein-Westfalen,51.24425095,6.73994326766416,0,1767550
249,Düsseldorf,40549,Nordrhein-Westfalen,51.2344701,6.721151192227048,0,2278507
250,Düsseldorf,40589,Nordrhein-Westfalen,51.17271225,6.80910615,0,2854570
251,Düsseldorf,40591,Nordrhein-Westfalen,51.192607,6.8212349356638295,0,2694583
252,Düsseldorf,40593,Nordrhein-Westfalen,51.1433685,6.8652558699390696,0,1877188
253,Düsseldorf,40595,Nordrhein-Westfalen,51.1416527,6.902295981531847,0,2581837
254,Düsseldorf,40597,Nordrhein-Westfalen,51.16550045,6.876422537580368,0,1470407
255,Düsseldorf,40599,Nordrhein-Westfalen,51.179694399999995,6.8725057346313765,0,2486363
256,Düsseldorf,40625,Nordrhein-Westfalen,51.23292115,6.852890770161254,0,1073798
257,Düsseldorf,40627,Nordrhein-Westfalen,51.2053644,6.878090835090557,0,1576591
258,Düsseldorf,40629,Nordrhein-Westfalen,51.25490485,6.884746944496003,0,1504694
259,Düsseldorf,40721,Nordrhein-Westfalen,51.1734657,6.9366197881034495,0,1096779
260,Eitorf,53783,Nordrhein-Westfalen,50.765390000000004,7.4036424000000025,0,1914616
261,Elsdorf,50189,Nordrhein-Westfalen,50.93419075,6.562885598438715,0,2100552
262,Emmerich am Rhein,46446,Nordrhein-Westfalen,51.82714105,6.2784014,0,1069637
263,Emsdetten,48282,Nordrhein-Westfalen,52.1795343,7.4964810757491955,0,1692940
264,Engelskirchen,51766,Nordrhein-Westfalen,50.9940514,7.478771178928047,0,2186603
265,Enger,32130,Nordrhein-Westfalen,52.11775465,8.543066795712809,0,1613219
266,Ennepetal,58256,Nordrhein-Westfalen,51.291002950000006,7.317073401705878,0,2543552
267,Ennigerloh,59320,Nordrhein-Westfalen,51.835663200000006,8.032139813006058,0,1460225
268,Ense,59469,Nordrhein-Westfalen,51.50203355,7.970380789704771,0,2421648
269,Erftstadt,50374,Nordrhein-Westfalen,50.79365255,6.775546415388894,0,2426908
270,Erkelenz,41812,Nordrhein-Westfalen,51.060461,6.382827149097087,0,2963399
271,Erkrath,40699,Nordrhein-Westfalen,51.228980299999996,6.9101549,0,2244315
272,Erndtebrück,57339,Nordrhein-Westfalen,50.9915175,8.257600913962591,0,1096048
273,Erwitte,59597,Nordrhein-Westfalen,51.609652000000004,8.317349434639366,0,2353377
274,Eschweiler,52249,Nordrhein-Westfalen,50.83130285,6.268675713215865,0,1220776
275,Eslohe,59889,Nordrhein-Westfalen,51.23134095,8.133751466180872,0,2646974
276,Espelkamp,32339,Nordrhein-Westfalen,52.37311645,8.634137253915846,0,1856674
277,Essen,45127,Nordrhein-Westfalen,51.4574619,7.010343524782745,0,1196545
278,Essen,45128,Nordrhein-Westfalen,51.44549405,7.013180307943294,0,1978124
279,Essen,45130,Nordrhein-Westfalen,51.437808399999994,7.0151002016806725,0,2289124
280,Essen,45131,Nordrhein-Westfalen,51.42886435,7.002738296715312,0,2882846
281,Essen,45133,Nordrhein-Westfalen,51.38365835000001,6.963895904561053,0,1281291
282,Essen,45134,Nordrhein-Westfalen,51.424564399999994,7.033606270221329,0,2901512
283,Essen,45136,Nordrhein-Westfalen,51.4368472,7.041542117614815,0,2324835
284,Essen,45138,Nordrhein-Westfalen,51.44806989999999,7.040787063577024,0,1016793
285,Essen,45139,Nordrhein-Westfalen,51.4668719,7.0477791756862755,0,1473271
286,Essen,45141,Nordrhein-Westfalen,51.47765855,7.035230389057875,0,2806995
287,Essen,45143,Nordrhein-Westfalen,51.46761315000001,6.968943187500505,0,1887539
288,Essen,45144,Nordrhein-Westfalen,51.4523081,6.969896574016593,0,2727222
289,Essen,45145,Nordrhein-Westfalen,51.44662520000001,6.975983309491623,0,2433290
290,Essen,45147,Nordrhein-Westfalen,51.43899999999999,6.978437988155272,0,2785436
291,Essen,45149,Nordrhein-Westfalen,51.43644965,6.9646593999999995,0,2150833
292,Essen,45219,Nordrhein-Westfalen,51.3750365,6.940839427649813,0,1587872
293,Essen,45239,Nordrhein-Westfalen,51.36759415,7.021546832186308,0,2864386
294,Essen,45257,Nordrhein-Westfalen,51.3864083,7.0882305040962486,0,2435490
295,Essen,45259,Nordrhein-Westfalen,51.40746305,7.073221244085939,0,2991057
296,Essen,45276,Nordrhein-Westfalen,51.4483666,7.076609051267964,0,1308712
297,Essen,45277,Nordrhein-Westfalen,51.42502070000001,7.073777370200567,0,2397207
298,Essen,45279,Nordrhein-Westfalen,51.4449807,7.110832088871714,0,2406259
299,Essen,45289,Nordrhein-Westfalen,51.41592120000001,7.118644052695447,0,1666140
300,Essen,45307,Nordrhein-Westfalen,51.46701885,7.0775145232843135,0,1903683
301,Essen,45309,Nordrhein-Westfalen,51.4783073,7.085197036323649,0,2269479
302,Essen,45326,Nordrhein-Westfalen,51.487427200000006,7.007220984183175,0,1233270
303,Essen,45327,Nordrhein-Westfalen,51.49820185,7.04191427028448,0,2845136
304,Essen,45329,Nordrhein-Westfalen,51.51115465,7.013337531754822,0,2869360
305,Essen,45355,Nordrhein-Westfalen,51.4711157,6.95089061577621,0,1577038
306,Essen,45356,Nordrhein-Westfalen,51.49046455,6.94180740938533,0,1222130
307,Essen,45357,Nordrhein-Westfalen,51.48465215,6.928693803814922,0,2892233
308,Essen,45359,Nordrhein-Westfalen,51.46700335,6.921644115462911,0,1748297
309,Euskirchen,53879,Nordrhein-Westfalen,50.6483274,6.786374249999998,0,2583935
310,Euskirchen,53881,Nordrhein-Westfalen,50.66093035,6.8373095996527775,0,2053207
