,ort,plz,bundesland,latitude,longitude,demand
140,Burscheid,51399,Nordrhein-Westfalen,51.0918585,7.1183016857093575,1529
141,Castrop-Rauxel,44575,Nordrhein-Westfalen,51.54923405,7.306269249999992,1509
142,Castrop-Rauxel,44577,Nordrhein-Westfalen,51.52336635,7.325706070221545,1463
143,Castrop-Rauxel,44579,Nordrhein-Westfalen,51.57410760000001,7.282982118427963,1987
144,Castrop-Rauxel,44581,Nordrhein-Westfalen,51.58737515,7.3403617,2816
145,Coesfeld,48653,Nordrhein-Westfalen,51.93823155,7.184607026209804,2476
146,Dahlem,53949,Nordrhein-Westfalen,50.38913355,6.504344592266402,1109
147,Datteln,45711,Nordrhein-Westfalen,51.6249174,7.288749432542032,2076
148,Delbrück,33129,Nordrhein-Westfalen,51.752342799999994,8.55413445,2549
149,Detmold,32756,Nordrhein-Westfalen,51.934457,8.851779308893104,1301
150,Detmold,32758,Nordrhein-Westfalen,51.94436835,8.865178749999998,2640
151,Detmold,32760,Nordrhein-Westfalen,51.91521615,8.870230741254638,2261
152,Dinslaken,46535,Nordrhein-Westfalen,51.56304900000001,6.71441440000001,2366
153,Dinslaken,46537,Nordrhein-Westfalen,51.57223135,6.734343795577017,2274
154,Dinslaken,46539,Nordrhein-Westfalen,51.55770560000001,6.800096680624559,2662
155,Dörentrup,32694,Nordrhein-Westfalen,52.0370581,9.033107094736613,2790
156,Dormagen,41539,Nordrhein-Westfalen,51.10270185,6.816367469876784,1842
157,Dormagen,41540,Nordrhein-Westfalen,51.07799985,6.799218705914277,1968
158,Dormagen,41541,Nordrhein-Westfalen,51.13506985,6.8232104859153875,1625
159,Dormagen,41542,Nordrhein-Westfalen,51.1274148,6.783070651472857,2104
160,Dorsten,46282,Nordrhein-Westfalen,51.64731095,6.971983316474758,1735
161,Dorsten,46284,Nordrhein-Westfalen,51.67886665,7.015532739043445,2454
162,Dorsten,46286,Nordrhein-Westfalen,51.76130070000001,6.9554070529688135,2972
163,Dortmund,44135,Nordrhein-Westfalen,51.51389575,7.477272295596865,2937
164,Dortmund,44137,Nordrhein-Westfalen,51.5081641,7.447996469332643,1141
165,Dortmund,44139,Nordrhein-Westfalen,51.4970672,7.458235514913269,2249
166,Dortmund,44141,Nordrhein-Westfalen,51.5038898,7.4993739176851415,1753
167,Dortmund,44143,Nordrhein-Westfalen,51.51966975000001,7.506569171633772,1680
168,Dortmund,44145,Nordrhein-Westfalen,51.5328942,7.484637044708263,1755
169,Dortmund,44147,Nordrhein-Westfalen,51.5253622,7.442204875984371,2580
170,Dortmund,44149,Nordrhein-Westfalen,51.5001803,7.414470755075609,2161
171,Dortmund,44225,Nordrhein-Westfalen,51.47862195,7.450535102572992,2863
172,Dortmund,44227,Nordrhein-Westfalen,51.46467605,7.415219065857367,1355
173,Dortmund,44229,Nordrhein-Westfalen,51.45124815,7.4593715943599985,1567
174,Dortmund,44263,Nordrhein-Westfalen,51.4876154,7.497865003856437,1435
175,Dortmund,44265,Nordrhein-Westfalen,51.4498508,7.495981811122682,1450
176,Dortmund,44267,Nordrhein-Westfalen,51.455419,7.5247054113548435,1532
177,Dortmund,44269,Nordrhein-Westfalen,51.4956831,7.535318058125543,2939
178,Dortmund,44287,Nordrhein-Westfalen,51.47942885,7.557218936543522,1788
179,Dortmund,44289,Nordrhein-Westfalen,51.49320675,7.587655573852402,2435
180,Dortmund,44309,Nordrhein-Westfalen,51.53948685,7.562224249999997,2495
181,Dortmund,44319,Nordrhein-Westfalen,51.538682057278,7.600847015749722,1383
182,Dortmund,44328,Nordrhein-Westfalen,51.5461325,7.532897538752698,2452
183,Dortmund,44329,Nordrhein-Westfalen,51.5602764,7.520506182721225,2884
184,Dortmund,44339,Nordrhein-Westfalen,51.54759835,7.463767314728483,2403
185,Dortmund,44357,Nordrhein-Westfalen,51.56262115,7.372195549999998,2685
186,Dortmund,44359,Nordrhein-Westfalen,51.56799985,7.39140305,2242
187,Dortmund,44369,Nordrhein-Westfalen,51.5334945,7.398517445451249,2406
188,Dortmund,44379,Nordrhein-Westfalen,51.5160972,7.372940082237847,1139
189,Dortmund,44388,Nordrhein-Westfalen,51.5196378,7.319129035996581,1126
190,Drensteinfurt,48317,Nordrhein-Westfalen,51.80108015,7.7435731171430495,2895
191,Drolshagen,57489,Nordrhein-Westfalen,51.04320465,7.7418957860905095,1184
192,Duisburg,47051,Nordrhein-Westfalen,51.42904515,6.768920700724887,2457
193,Duisburg,47053,Nordrhein-Westfalen,51.42130355000001,6.750247389077171,1884
194,Duisburg,47055,Nordrhein-Westfalen,51.402333899999995,6.773165744578531,1819
195,Duisburg,47057,Nordrhein-Westfalen,51.41523460000001,6.794584863415968,2041
196,Duisburg,47058,Nordrhein-Westfalen,51.44123885000001,6.795973635769709,2288
197,Duisburg,47059,Nordrhein-Westfalen,51.43130825,6.74656678269778,2349
198,Duisburg,47119,Nordrhein-Westfalen,51.45776600000001,6.7358415295493455,1372
199,Duisburg,47137,Nordrhein-Westfalen,51.4714791,6.766989004585848,2410
200,Duisburg,47138,Nordrhein-Westfalen,51.4665851,6.8001763294576465,1844
201,Duisburg,47139,Nordrhein-Westfalen,51.4814315,6.7174398828100665,2618
202,Duisburg,47166,Nordrhein-Westfalen,51.4923578,6.751044122762708,1541
203,Duisburg,47167,Nordrhein-Westfalen,51.50138625,6.8024681099918265,1659
204,Duisburg,47169,Nordrhein-Westfalen,51.5143392,6.762317163170633,1664
205,Duisburg,47178,Nordrhein-Westfalen,51.540285961981155,6.722670038498866,2987
206,Duisburg,47179,Nordrhein-Westfalen,51.52150475,6.741807718636952,1856
207,Duisburg,47198,Nordrhein-Westfalen,51.4513181,6.699330581478133,1826
208,Duisburg,47199,Nordrhein-Westfalen,51.49248975,6.678900168214582,2689
209,Duisburg,47226,Nordrhein-Westfalen,51.4051528,6.717577191774519,1045
210,Duisburg,47228,Nordrhein-Westfalen,51.4121598,6.67939695,1276
211,Duisburg,47229,Nordrhein-Westfalen,51.3929409,6.719825534180667,2853
212,Duisburg,47239,Nordrhein-Westfalen,51.397499545122045,6.657952402546775,2421
213,Duisburg,47249,Nordrhein-Westfalen,51.3829895,6.738887163234726,2488
214,Duisburg,47259,Nordrhein-Westfalen,51.35216705000001,6.71937560466163,1855
215,Duisburg,47269,Nordrhein-Westfalen,51.3621564,6.797770365479621,2765
216,Duisburg,47279,Nordrhein-Westfalen,51.38518079999999,6.8009793029009895,1629
217,Dülmen,48249,Nordrhein-Westfalen,51.814746899999996,7.286007668541764,1858
218,Düren,52349,Nordrhein-Westfalen,50.799646700000004,6.466658992689656,2697
219,Düren,52351,Nordrhein-Westfalen,50.7892443,6.512434046558932,1272
220,Düren,52353,Nordrhein-Westfalen,50.82160375,6.470012943012883,1747
221,Düren,52355,Nordrhein-Westfalen,50.769550200000005,6.473260996393237,2593
222,Düsseldorf,40210,Nordrhein-Westfalen,51.2214073,6.790236441198005,1215
223,Düsseldorf,40211,Nordrhein-Westfalen,51.23040675,6.79257476682186,2809
224,Düsseldorf,40212,Nordrhein-Westfalen,51.223681899999995,6.781103441866756,2885
225,Düsseldorf,40213,Nordrhein-Westfalen,51.21883285,6.776530197222222,1422
226,Düsseldorf,40215,Nordrhein-Westfalen,51.214772,6.785200376922719,1127
227,Düsseldorf,40217,Nordrhein-Westfalen,51.213120399999994,6.774468959322262,1183
228,Düsseldorf,40219,Nordrhein-Westfalen,51.21377225000001,6.761259910673933,2224
229,Düsseldorf,40221,Nordrhein-Westfalen,51.20509129999999,6.747301442649994,2021
230,Düsseldorf,40223,Nordrhein-Westfalen,51.1966518,6.772220283233301,1635
231,Düsseldorf,40225,Nordrhein-Westfalen,51.19524065,6.793096558889756,1228
232,Düsseldorf,40227,Nordrhein-Westfalen,51.21185245,6.803743041475098,1979
233,Düsseldorf,40229,Nordrhein-Westfalen,51.19868335,6.840806712480272,2097
234,Düsseldorf,40231,Nordrhein-Westfalen,51.21234320000001,6.829858040475455,1818
235,Düsseldorf,40233,Nordrhein-Westfalen,51.22123945,6.813736096773572,1380
236,Düsseldorf,40235,Nordrhein-Westfalen,51.2337177,6.825832361464531,1328
237,Düsseldorf,40237,Nordrhein-Westfalen,51.2380348,6.810505541206896,1508
238,Düsseldorf,40239,Nordrhein-Westfalen,51.2442274,6.804606861894325,2190
239,Düsseldorf,40468,Nordrhein-Westfalen,51.26984145,6.772588351201518,1846
240,Düsseldorf,40470,Nordrhein-Westfalen,51.25378595,6.807852393984892,2784
241,Düsseldorf,40472,Nordrhein-Westfalen,51.2712893,6.8267149793639925,1426
242,Düsseldorf,40474,Nordrhein-Westfalen,51.26989765,6.727197459322639,1242
243,Düsseldorf,40476,Nordrhein-Westfalen,51.24775355,6.7831089346743365,2258
244,Düsseldorf,40477,Nordrhein-Westfalen,51.2387222,6.7854166548444725,2193
245,Düsseldorf,40479,Nordrhein-Westfalen,51.23378935,6.77941938385185,2946
246,Düsseldorf,40489,Nordrhein-Westfalen,51.31942975,6.775137507878991,2728
247,Düsseldorf,40545,Nordrhein-Westfalen,51.2279685,6.753544735081722,2573
248,Düsseldorf,40547,Nordrhein-Westfalen,51.24425095,6.73994326766416,1688
249,Düsseldorf,40549,Nordrhein-Westfalen,51.2344701,6.721151192227048,1456
250,Düsseldorf,40589,Nordrhein-Westfalen,51.17271225,6.80910615,1109
251,Düsseldorf,40591,Nordrhein-Westfalen,51.192607,6.8212349356638295,1904
252,Düsseldorf,40593,Nordrhein-Westfalen,51.1433685,6.8652558699390696,1681
253,Düsseldorf,40595,Nordrhein-Westfalen,51.1416527,6.902295981531847,2484
254,Düsseldorf,40597,Nordrhein-Westfalen,51.16550045,6.876422537580368,2442
255,Düsseldorf,40599,Nordrhein-Westfalen,51.179694399999995,6.8725057346313765,1630
256,Düsseldorf,40625,Nordrhein-Westfalen,51.23292115,6.852890770161254,2165
257,Düsseldorf,40627,Nordrhein-Westfalen,51.2053644,6.878090835090557,1244
258,Düsseldorf,40629,Nordrhein-Westfalen,51.25490485,6.884746944496003,2353
259,Düsseldorf,40721,Nordrhein-Westfalen,51.1734657,6.9366197881034495,1748
260,Eitorf,53783,Nordrhein-Westfalen,50.765390000000004,7.4036424000000025,1979
261,Elsdorf,50189,Nordrhein-Westfalen,50.93419075,6.562885598438715,1066
262,Emmerich am Rhein,46446,Nordrhein-Westfalen,51.82714105,6.2784014,1456
263,Emsdetten,48282,Nordrhein-Westfalen,52.1795343,7.4964810757491955,1082
264,Engelskirchen,51766,Nordrhein-Westfalen,50.9940514,7.478771178928047,2860
265,Enger,32130,Nordrhein-Westfalen,52.11775465,8.543066795712809,1808
266,Ennepetal,58256,Nordrhein-Westfalen,51.291002950000006,7.317073401705878,2959
267,Ennigerloh,59320,Nordrhein-Westfalen,51.835663200000006,8.032139813006058,2000
268,Ense,59469,Nordrhein-Westfalen,51.50203355,7.970380789704771,2672
269,Erftstadt,50374,Nordrhein-Westfalen,50.79365255,6.775546415388894,1037
270,Erkelenz,41812,Nordrhein-Westfalen,51.060461,6.382827149097087,2909
271,Erkrath,40699,Nordrhein-Westfalen,51.228980299999996,6.9101549,2815
272,Erndtebrück,57339,Nordrhein-Westfalen,50.9915175,8.257600913962591,2521
273,Erwitte,59597,Nordrhein-Westfalen,51.609652000000004,8.317349434639366,1973
274,Eschweiler,52249,Nordrhein-Westfalen,50.83130285,6.268675713215865,1653
275,Eslohe,59889,Nordrhein-Westfalen,51.23134095,8.133751466180872,1668
276,Espelkamp,32339,Nordrhein-Westfalen,52.37311645,8.634137253915846,1919
277,Essen,45127,Nordrhein-Westfalen,51.4574619,7.010343524782745,1416
278,Essen,45128,Nordrhein-Westfalen,51.44549405,7.013180307943294,1915
279,Essen,45130,Nordrhein-Westfalen,51.437808399999994,7.0151002016806725,2164
280,Essen,45131,Nordrhein-Westfalen,51.42886435,7.002738296715312,1974
281,Essen,45133,Nordrhein-Westfalen,51.38365835000001,6.963895904561053,1148
282,Essen,45134,Nordrhein-Westfalen,51.424564399999994,7.033606270221329,2575
283,Essen,45136,Nordrhein-Westfalen,51.4368472,7.041542117614815,1009
284,Essen,45138,Nordrhein-Westfalen,51.44806989999999,7.040787063577024,2444
285,Essen,45139,Nordrhein-Westfalen,51.4668719,7.0477791756862755,2530
286,Essen,45141,Nordrhein-Westfalen,51.47765855,7.035230389057875,2306
287,Essen,45143,Nordrhein-Westfalen,51.46761315000001,6.968943187500505,1185
288,Essen,45144,Nordrhein-Westfalen,51.4523081,6.969896574016593,2917
289,Essen,45145,Nordrhein-Westfalen,51.44662520000001,6.975983309491623,2870
290,Essen,45147,Nordrhein-Westfalen,51.43899999999999,6.978437988155272,2547
291,Essen,45149,Nordrhein-Westfalen,51.43644965,6.9646593999999995,1652
292,Essen,45219,Nordrhein-Westfalen,51.3750365,6.940839427649813,2923
293,Essen,45239,Nordrhein-Westfalen,51.36759415,7.021546832186308,2563
294,Essen,45257,Nordrhein-Westfalen,51.3864083,7.0882305040962486,1765
295,Essen,45259,Nordrhein-Westfalen,51.40746305,7.073221244085939,1721
296,Essen,45276,Nordrhein-Westfalen,51.4483666,7.076609051267964,2729
297,Essen,45277,Nordrhein-Westfalen,51.42502070000001,7.073777370200567,1411
298,Essen,45279,Nordrhein-Westfalen,51.4449807,7.110832088871714,1319
299,Essen,45289,Nordrhein-Westfalen,51.41592120000001,7.118644052695447,1281
300,Essen,45307,Nordrhein-Westfalen,51.46701885,7.0775145232843135,1310
301,Essen,45309,Nordrhein-Westfalen,51.4783073,7.085197036323649,1711
302,Essen,45326,Nordrhein-Westfalen,51.487427200000006,7.007220984183175,2089
303,Essen,45327,Nordrhein-Westfalen,51.49820185,7.04191427028448,2000
304,Essen,45329,Nordrhein-Westfalen,51.51115465,7.013337531754822,1382
305,Essen,45355,Nordrhein-Westfalen,51.4711157,6.95089061577621,2759
306,Essen,45356,Nordrhein-Westfalen,51.49046455,6.94180740938533,1373
307,Essen,45357,Nordrhein-Westfalen,51.48465215,6.928693803814922,2455
308,Essen,45359,Nordrhein-Westfalen,51.46700335,6.921644115462911,1888
309,Euskirchen,53879,Nordrhein-Westfalen,50.6483274,6.786374249999998,2917
310,Euskirchen,53881,Nordrhein-Westfalen,50.66093035,6.8373095996527775,2327
311,Everswinkel,48351,Nordrhein-Westfalen,51.91676870000001,7.858852219518436,2039
312,Extertal,32699,Nordrhein-Westfalen,52.10796255,9.08245380006215,1822
313,Finnentrop,57413,Nordrhein-Westfalen,51.1706227,7.9709907755514715,2325
314,Frechen,50226,Nordrhein-Westfalen,50.93361715,6.771196495270174,2476
315,Freudenberg,57258,Nordrhein-Westfalen,50.8967579,7.91698093103681,1755
316,Fröndenberg/Ruhr,58730,Nordrhein-Westfalen,51.47451565,7.69435730230748,2532
317,Gangelt,52538,Nordrhein-Westfalen,51.0372335,5.8840322796695474,2762
318,Geilenkirchen,52511,Nordrhein-Westfalen,50.981021000000005,6.075810935713234,2457
319,Geldern,47608,Nordrhein-Westfalen,51.5106326,6.31864168076472,2432
320,Gelsenkirchen,45879,Nordrhein-Westfalen,51.505654299999996,7.094944614928006,2526
321,Gelsenkirchen,45881,Nordrhein-Westfalen,51.5271364,7.071819122780934,1705
322,Gelsenkirchen,45883,Nordrhein-Westfalen,51.52372329999999,7.0700652,2764
323,Gelsenkirchen,45884,Nordrhein-Westfalen,51.49161940000001,7.085556146733119,1496
324,Gelsenkirchen,45886,Nordrhein-Westfalen,51.5011117,7.13503012895308,1440
325,Gelsenkirchen,45888,Nordrhein-Westfalen,51.51523020000001,7.122011612472725,1447
326,Gelsenkirchen,45889,Nordrhein-Westfalen,51.5370164,7.110388170785487,2260
327,Gelsenkirchen,45891,Nordrhein-Westfalen,51.56423485,7.097538782879387,2692
328,Gelsenkirchen,45892,Nordrhein-Westfalen,51.57096885,7.115799277772825,1697
329,Gelsenkirchen,45894,Nordrhein-Westfalen,51.5803739,7.054478415570346,2910
330,Gelsenkirchen,45896,Nordrhein-Westfalen,51.6052256,7.0368829121984975,1281
331,Gelsenkirchen,45897,Nordrhein-Westfalen,51.55633625,7.053920450000002,1102
